date,alpha_06eaa5d7,alpha_0b7a9845,alpha_22092009,alpha_283a89f6,alpha_3205f951,alpha_531b4df4,alpha_53dc361e,alpha_6469c6c8,alpha_892decf0,alpha_8c81a59b,alpha_94d09c91,alpha_a3d1a1d6,alpha_aad8537f,alpha_ab4bc903,alpha_ada96f52,alpha_b959ae38,alpha_c76f01a4,alpha_c7a0b99f,alpha_cd223ad6,alpha_cee44e99,alpha_d34474c5,alpha_de867dae,alpha_f84c3338,alpha_fc30ce60
1990-01-29,,-0.013963827766932725,,,,,,,,,,,,,,,,,,,,0.17654209117611197,,
1990-01-30,,0.11252557736125672,,,0.11029336035492242,0.09817269198270362,-0.02924553036452786,,,,,,,,,,,,,,,-0.027507897084188125,,
1990-01-31,,0.02382217255933108,,,0.08253420616553135,0.08729501362763416,0.024568889094802666,,,,,,,,,,,,0.06323166015296029,0.025124208559391233,0.05427671366589937,-0.013055265129184096,0.05518289804203352,
1990-02-01,,0.0270106990225346,,,0.09048083126191826,0.09163819890562168,-0.03824798556194624,,,,,,,,,-0.1342192591641084,,,0.013629163123681398,0.01905665992152293,0.003117286225207306,-0.023415449092754767,0.13515898332508164,
1990-02-02,,0.0657703169138266,,0.07267525019514989,0.1119337837077757,0.1013859760391366,0.012806091371536044,,,,,,,,0.08987568365162531,0.03135031144937864,,,-0.063030647483714,-0.13439903722086124,-0.07211411196321726,-0.03848172106459341,0.13663587801640842,
1990-02-05,,0.0107326120077954,,-0.10285577092766966,-0.05418212989258904,-0.044848490230451704,0.07251126524871052,,,,,,,,-0.05102040283823447,0.0034914737162602956,,,-0.06667706491712536,-0.042989180355071675,-0.05169994721888507,0.025985340951081362,0.009390079219298282,
1990-02-06,,-0.011802089235981677,,0.012269426202259487,-0.0476443983933692,-0.06252631781630724,0.17869390922948336,,,,,,,,-0.03696491792203597,0.03923885256031256,,,-0.011191805911345715,-0.054158654190886044,-0.026761424967873496,0.19343170776773766,-0.008702611186237667,
1990-02-07,,-0.02993163638519671,,-0.057824448962746855,-0.02339099409416111,-0.024566247894867114,0.07869501569405271,,,,,,,,-0.04280192226095877,-0.028745572776396406,,,-0.025529934004838828,0.016106011474731948,-0.02556200403668926,0.07826803830716199,-0.031860809614193186,
1990-02-08,,-0.09759625929625686,,-0.014638325844465387,-0.055535312041172694,-0.05980784568043085,0.01492880098027993,,,,,,,,-0.07055847739166293,0.020478857099598298,,,-0.09064898977480758,-0.05585162981232561,-0.10731732512513109,0.024313022641105356,0.02236634847731427,
1990-02-09,,0.012573907273616465,,0.06756316722774708,0.06844311061846006,0.08243094539560643,-0.0317120715364379,,,,,,,,0.06983153699699757,-0.10667211992232749,,,0.026803087805267654,0.07498615085806717,-0.007830938750011346,-0.006455819192819336,-0.030890385594759238,
1990-02-12,,0.10751389808533914,,0.06944889100023632,0.08354754158702175,0.09425827695403553,0.07195017778831235,,,,,,,,0.09108408073425685,0.01412109610009752,,,0.030986043714171976,-0.07687531390578839,0.029124320018639804,0.08346451244497496,0.031009854070123813,
1990-02-13,,0.10128971073158433,,-0.041686842003783954,0.13386455596098154,0.1277231857911372,0.03712711967163001,,,,,,,,0.06479082035842174,-0.0529584460972461,,,-0.0023797614502704366,0.02767521480640399,-0.008962689476303645,0.03799283090958356,0.09396983737296244,
1990-02-14,,0.035053157213236576,,0.014324168439827917,-0.035432182628205355,-0.02792454899623905,0.020170888668242803,,,,,,,,-0.024805859146457523,0.023724937441035668,,,0.04236815769836437,0.023955281915341967,0.06541705284464955,0.0009438053165544842,-0.05220448796714721,
1990-02-15,,0.09534383529826307,,-0.0033746769496284107,0.15392653603890072,0.1692166436138253,-0.11196850004404167,,,,,,,,0.12183183621636988,-0.04094050054516915,,,0.1602432654597731,0.1317314034287061,0.1321587612088947,-0.06470012818152476,0.20146667481964614,
1990-02-16,,0.008731110178516006,,-0.02155562553623184,0.03257219475585862,0.034063006546000016,0.13953239646988283,,,,,,,,-0.023538383762268602,-0.08604863930601458,,,-0.09920872841462179,-0.019709443720157503,-0.07434238957933328,0.11928664969826636,0.03223892354894903,
1990-02-20,,0.04279606322609663,,0.08314963432345225,0.029973335870899034,0.04149775416600443,0.0034915331103634872,,,,,,,,0.001700175191651014,-0.05307718260765638,,,0.04882918513124894,-0.06605957497882929,0.08271039492489275,0.04118125076631889,0.03635970393567433,
1990-02-21,,-0.15563104880742282,,0.06093099157538599,-0.12372504998645657,-0.1439771139133128,-0.09706877465110395,,,,,,,,-0.07687629193677661,0.07725635001154621,,,0.056487671470699406,0.06883685702285924,0.06464731814227938,-0.10899058515172419,0.06245039934299747,
1990-02-22,,0.03252206517021207,,-0.008208001558437955,0.004856187753160655,0.01642994741661769,-0.11267752624418273,,,,,,,,0.05311727512336025,0.036004284543465305,,,0.021251786950077452,-0.04356865878833079,0.03415440453670706,-0.1293522960124347,-0.07670046009772498,
1990-02-23,,-0.004026282539193636,,0.028046185631318006,0.03714455921507867,0.039690593594631784,-0.017823733212230748,,,,,,,,0.05224195882474233,0.01713344848119,,,0.029914602638658392,-0.028452669562100824,0.03629496793096042,-0.016943798368919214,0.0015540677442607816,
1990-02-26,,8.528072429355913e-05,,0.034939207533718264,-0.028795092727132536,-0.024747802343986422,0.1044952228633639,,,,,,,,0.0038097946564991177,0.030686438958320624,,,-0.018109030301831405,-0.028453729245227675,0.038415189500527684,0.07769121373276541,-0.079422145609663,
1990-02-27,,-0.05112352323677235,,0.03895673808292623,-0.08805429367580572,-0.08686307321850355,0.08415497230690659,,,,,,,,-0.046000209664204615,0.12188677336199205,,,-0.13261597146236279,-0.12097827203001238,-0.10619027289461638,0.10101522323746821,-0.07602815410845995,
1990-02-28,,-0.06320951688832364,,0.017155997247422918,-0.19296060827818495,-0.19215178650263004,0.10851107120533181,,,,,-0.20410139435995348,,,-0.021032407593877842,0.07510033626547144,,,-0.20112277642262585,-0.17514029292185132,-0.1450777357425547,0.09148655033486446,-0.11886074434825179,-0.20410139435995348
1990-03-01,,-0.05798034181393322,,0.031695273959617486,-0.020380490050617088,-0.0031194894376071836,0.053675077610594264,,,,,-0.07430095761284908,,,0.03781700422900729,-0.05670431422810691,,,-0.0329922117433553,-0.0029866123087514862,-0.07685256739759921,0.059493713099773374,-0.0010283908504821132,-0.07430095761284908
1990-03-02,,0.0235407464486921,,0.21179551811897387,-0.0408720015383601,-0.03220226710137999,0.1438460689346257,,,,,0.06978057338223216,,,0.14201073665368866,0.08562551655131244,,,0.09259310712635749,0.08249421117728997,0.08964897955062687,0.14528570409978706,-0.07423972172476054,0.06978057338223216
1990-03-05,,0.059595351116178544,,-0.032038002689991005,-0.04296010017483529,-0.04645726457048424,-0.0005940081752091639,,,,,-0.17172882552786584,,,-0.03276161256108919,-0.07957035515799851,,,-0.020253471142737296,0.0030936457612092197,0.02925836484663356,0.01390621869539391,-0.011987732925583841,0.17172882552786584
1990-03-06,,-0.0008659131623482324,,-0.0268427746266581,0.043696253827324616,0.05072996311187934,-0.07597642847765929,,,,,0.09329543251954893,,,0.06740608586559503,0.024722736828311005,,,0.03392238116458045,0.007386077586609835,0.09382510307585595,-0.07969975755471193,0.08882175142862846,0.09329543251954893
1990-03-07,,-0.014110386627301212,,-0.036843402889061974,-0.09576144058794633,-0.09957615378637345,0.017381637894436645,,,,,-0.1487776877397974,,,-0.021473289371173987,0.07968434076046249,,,-0.03652927569476251,-0.018686541717424753,-0.0134178754266782,-0.031203210218068267,-0.11406829130538647,-0.1487776877397974
1990-03-08,,0.1273216284873449,,0.1275006757329714,0.11971292392823729,0.11583510592069148,-0.15806112296324704,,,,,0.17080814166778496,,,0.12367778930930176,0.012132840162094496,,,0.08671873937877318,0.025714760968565877,0.05412337568625521,-0.17547946251270857,-0.03368436066335045,0.17080814166778496
1990-03-09,,-0.04532615086671038,,0.07403524439688279,-0.11160418039750337,-0.11212482409071915,-0.05078901137819651,,,,,-0.02261713022773945,,,0.05088918221192234,0.1497986401710451,,,-0.022515774104005706,-0.030782625656093163,0.06610387215058039,-0.01644461306290819,-0.060564495505000614,0.02261713022773945
1990-03-12,,-0.05960068779379686,,-0.01734306568762911,-0.08684919799226948,-0.08917948092224122,-0.052277375982727935,,,,,-0.004847572463472228,,,-0.02467609876710318,0.02471272926964312,,,-0.12012196480118408,-0.07086935447685708,-0.11771642999035556,-0.05473172230869594,-0.15445461627847532,-0.004847572463472228
1990-03-13,,0.10085674545457468,,0.041884142348419945,0.18914640252577353,0.19651872876285612,-0.021121726838573038,,,,,-0.06775134577016488,,,0.07113356475830226,-0.13927712939578496,,,0.08902211030398503,0.10245386455959611,0.07087622753195967,-0.05964623327591501,0.12777907839969144,0.06775134577016488
1990-03-14,,0.02243695923826366,,0.06786271730266245,0.1051350659578709,0.1102758782368301,0.03468442202068717,,,,,-0.13082365039717375,,,0.08264371380647886,-0.03883537109684693,,,0.023449494762583335,0.07281247477487654,-0.023598425651710126,0.019248832281420467,-0.02080242156137724,-0.13082365039717375
